koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
CONFIRMED,0.933,0,0,0,0,2.0248205,1e-05,-1e-05,132.35465,0.00381,-0.00381,0.248,0.22,-0.248,2.55,0.118,-0.118,63.3,3.5,-3.5,1.01,0.17,-0.17,1625.0,1652.5,765.44,-595.79,20.2,3.0,5865.0,105.0,-117.0,4.266,0.137,-0.112,1.272,0.213,-0.213,290.23764,41.331379,13.598
CONFIRMED,0.971,0,0,0,0,91.9401253,0.000547,-0.000547,134.3,0.00473,-0.00473,0.025,0.403,-0.025,9.195,0.138,-0.138,483.0,14.2,-14.2,2.62,0.43,-0.35,450.0,9.71,4.39,-3.03,34.4,4.0,5970.0,107.0,-131.0,4.317,0.11,-0.121,1.2,0.195,-0.16,284.4335,49.305161,13.804
FALSE POSITIVE,0.0,0,0,1,0,6.97106919,1.84e-05,-1.84e-05,174.70305,0.00202,-0.00202,0.044,0.392,-0.044,3.9125,0.0701,-0.0701,453.0,12.5,-12.5,2.07,0.57,-0.2,946.0,189.16,152.17,-54.23,41.7,1.0,5871.0,156.0,-191.0,4.493,0.048,-0.204,0.983,0.27,-0.096,288.98038,46.95406,15.04
FALSE POSITIVE,0.0,0,0,1,1,2.40435335,1.48e-05,-1.48e-05,133.22999,0.00574,-0.00574,0.746,0.171,-0.507,4.07,0.177,-0.177,70.6,3.1,-3.1,3.05,0.54,-1.34,2454.0,8577.88,4771.48,-6167.73,27.1,1.0,6103.0,182.0,-163.0,3.568,0.36,-0.12,3.358,0.592,-1.479,299.70813,40.921909,13.25
FALSE POSITIVE,0.0,0,1,0,0,25.3239215,0.000253,-0.000253,138.49766,0.00822,-0.00822,1.218,0.139,-0.067,70.405,0.539,-0.539,1380.0,8.4,-8.4,19.02,1.97,-1.79,484.0,12.94,4.77,-3.42,214.5,1.0,5128.0,153.0,-138.0,4.6,0.072,-0.048,0.668,0.069,-0.063,291.40079,47.924629,14.856
CONFIRMED,1.0,0,0,0,0,30.86436512,5.4e-05,-5.4e-05,172.93477,0.00136,-0.00136,0.851,0.053,-0.572,2.9557,0.0493,-0.0493,551.0,11.6,-11.6,2.23,0.28,-0.1,527.0,18.22,6.76,-2.87,51.8,1.0,5677.0,113.0,-113.0,4.563,0.018,-0.108,0.828,0.104,-0.037,294.97351,45.213692,13.58
FALSE POSITIVE,0.0,0,1,1,1,1.332567643,8.64e-06,-8.64e-06,132.04299,0.00609,-0.00609,0.642,0.287,-0.412,4.284,0.184,-0.184,56.7,2.9,-2.9,0.62,0.14,-0.04,1482.0,1143.87,729.32,-269.86,24.0,1.0,5687.0,152.0,-152.0,4.582,0.036,-0.144,0.79,0.169,-0.061,295.22089,46.823879,14.15
CONFIRMED,0.998,0,0,0,0,33.3856176,0.000141,-0.000141,148.92764,0.00308,-0.00308,0.562,0.345,-0.345,5.0361,0.0934,-0.0934,553.0,15.9,-15.9,2.48,0.7,-0.37,580.0,26.73,22.11,-9.7,37.1,1.0,5833.0,157.0,-175.0,4.407,0.101,-0.188,1.022,0.288,-0.155,295.80658,50.909801,14.264
CANDIDATE,,0,0,0,0,102.300622,0.00171,-0.00171,208.6092,0.0126,-0.0126,0.9599,0.0149,-0.6621,4.473,0.256,-0.256,781.0,87.9,-87.9,35.36,6.14,-4.71,984.0,221.33,104.27,-72.98,13.0,1.0,4895.0,81.0,-138.0,2.566,0.029,-0.027,9.435,1.639,-1.256,295.02325,48.680649,13.83
FALSE POSITIVE,0.0,0,1,0,0,1.679585725,1.87e-07,-1.87e-07,131.5600829,9.25e-05,-9.25e-05,0.97,0.01,-0.011,7.34648,0.00562,-0.00562,102000.0,61.4,-61.4,28.99,2.57,-2.56,970.0,209.45,75.25,-60.6,1884.3,1.0,4462.0,156.0,-171.0,4.7,0.045,-0.036,0.554,0.049,-0.049,299.16168,45.05191,12.833
FALSE POSITIVE,0.0,0,1,0,0,1.097211085,7.27e-07,-7.27e-07,131.517201,0.000531,-0.000531,1.145,22.0,-0.108,1.6738,0.0316,-0.0316,38900.0,586.0,-586.0,16.07,1.87,-2.12,740.0,71.01,24.01,-20.76,83.5,1.0,3497.0,62.0,-55.0,4.92,0.055,-0.04,0.334,0.039,-0.044,283.79654,49.50399,15.155
FALSE POSITIVE,0.0,0,0,1,0,42.2011587,0.000626,-0.000626,172.4344,0.0126,-0.0126,1.225,70.98,-5.899,8.479,0.663,-0.663,178.0,13.9,-13.9,37.39,10.8,-10.8,671.0,47.85,42.07,-27.14,15.9,1.0,6200.0,197.0,-241.0,4.135,0.28,-0.172,1.449,0.417,-0.417,290.80344,45.169785,13.294
CANDIDATE,0.325,0,0,0,0,260.446151,0.00398,-0.00398,235.469,0.0124,-0.0124,0.896,0.066,-0.644,9.314,0.391,-0.391,714.0,48.3,-48.3,25.39,1.6,-4.8,608.0,32.37,5.54,-12.68,16.8,1.0,4845.0,43.0,-93.0,2.897,0.03,-0.033,7.796,0.492,-1.475,296.38278,47.409592,12.766
CONFIRMED,1.0,0,0,0,0,6.82778157,1.74e-05,-1.74e-05,131.78839,0.0022,-0.0022,0.336,0.124,-0.336,2.3726,0.0632,-0.0632,546.0,18.5,-18.5,1.34,0.08,-0.06,577.0,26.31,5.4,-4.33,32.2,2.0,4198.0,83.0,-83.0,4.689,0.023,-0.028,0.574,0.032,-0.028,290.82602,44.184109,15.224
FALSE POSITIVE,0.0,0,0,1,1,5.26648126,3.2e-05,-3.2e-05,131.6902,0.00425,-0.00425,0.403,0.061,-0.403,1.964,0.177,-0.177,97.8,7.8,-7.8,1.07,0.35,-0.12,1155.0,420.53,393.91,-131.88,16.0,1.0,6204.0,168.0,-206.0,4.394,0.09,-0.21,1.065,0.34,-0.121,293.96689,42.841888,13.648
FALSE POSITIVE,0.0,0,0,1,1,2.85889907,2.62e-05,-2.62e-05,134.16649,0.00828,-0.00828,0.936,0.05,-0.666,1.465,0.399,-0.399,55.7,11.5,-11.5,0.73,0.05,-0.02,989.0,226.09,51.12,-26.77,6.9,1.0,4973.0,79.0,-79.0,4.603,0.01,-0.059,0.754,0.055,-0.023,291.01727,37.975368,13.514
FALSE POSITIVE,0.0,1,0,1,1,12.4254241,0.000335,-0.000335,141.5418,0.0228,-0.0228,0.938,0.033,-0.627,24.98,1.0,-1.0,379.0,12.3,-12.3,2.17,0.53,-0.22,755.0,76.9,54.83,-22.87,36.0,1.0,5853.0,157.0,-192.0,4.529,0.042,-0.168,0.895,0.216,-0.093,297.66238,40.68774,15.71
FALSE POSITIVE,0.001,0,0,1,0,2.62838097,1.77e-05,-1.77e-05,131.62343,0.00578,-0.00578,0.087,0.37,-0.087,3.193,0.181,-0.181,89.9,6.8,-6.8,1.01,0.29,-0.14,1375.0,846.09,709.78,-287.16,15.3,1.0,5884.0,156.0,-191.0,4.408,0.084,-0.196,1.07,0.307,-0.141,299.35519,40.43306,14.037
FALSE POSITIVE,,1,0,0,0,354.63284,0.0103,-0.0103,178.4349,0.0137,-0.0137,0.3134,0.1707,-0.3134,2.227,0.914,-0.914,281.0,58.2,-58.2,0.9,0.08,-0.1,152.0,0.13,0.04,-0.04,6.5,1.0,4206.0,123.0,-139.0,4.703,0.068,-0.036,0.535,0.045,-0.06,292.29816,40.52459,13.357
CONFIRMED,0.936,0,0,0,0,4.77466043,4.2e-05,-4.2e-05,135.16338,0.00743,-0.00743,0.03,0.433,-0.03,3.804,0.173,-0.173,54.3,3.9,-3.9,0.81,0.12,-0.12,1137.0,395.06,169.23,-128.9,15.5,2.0,5727.0,115.0,-104.0,4.328,0.132,-0.108,1.104,0.164,-0.164,292.19971,42.046089,13.421
FALSE POSITIVE,0.0,1,0,0,1,0.566809491,3.77e-06,-3.77e-06,131.79695,0.00316,-0.00316,0.484,0.45,-0.26,3.156,0.294,-0.294,69.5,4.6,-4.6,0.55,0.06,-0.05,1656.0,1790.3,671.14,-473.35,21.0,1.0,4987.0,149.0,-149.0,4.611,0.066,-0.048,0.654,0.069,-0.058,291.3194,42.5495,14.873
CANDIDATE,0.56,0,0,0,0,19.2405821,0.000794,-0.000794,138.7454,0.03,-0.03,0.258,0.212,-0.258,4.99,0.58,-0.58,207.0,26.8,-26.8,1.19,0.06,-0.09,565.0,24.17,4.0,-4.81,9.0,1.0,5031.0,83.0,-75.0,4.485,0.08,-0.025,0.848,0.038,-0.066,300.90247,44.61261,15.099
CANDIDATE,0.0,0,0,0,0,20.92735802,8.38e-06,-8.38e-06,139.325791,0.000316,-0.000316,0.991,0.173,-0.045,3.4256,0.0245,-0.0245,8090.0,40.2,-40.2,17.36,5.48,-2.74,735.0,69.08,64.4,-26.58,263.5,1.0,6126.0,171.0,-214.0,4.358,0.112,-0.192,1.109,0.35,-0.175,292.78235,47.800629,14.877
FALSE POSITIVE,0.0,0,1,0,0,2.264471713,5.38e-07,-5.38e-07,131.518805,0.000194,-0.000194,0.81,0.02,-0.017,7.1803,0.0115,-0.0115,187000.0,248.0,-248.0,102.12,25.2,-34.7,2103.0,4637.68,3530.09,-2910.02,873.7,1.0,6782.0,214.0,-262.0,4.014,0.312,-0.144,1.752,0.433,-0.595,297.75565,42.009071,13.983
FALSE POSITIVE,0.0,0,0,1,0,1.287622419,2.91e-06,-2.91e-06,132.43069,0.00194,-0.00194,0.819,0.007,-0.584,0.821,0.0849,-0.0849,36.5,3.3,-3.3,0.87,0.15,-0.09,1957.0,3450.59,1506.43,-823.62,16.9,1.0,6170.0,74.0,-80.0,4.308,0.076,-0.114,1.274,0.217,-0.133,295.32401,40.902191,11.514
CONFIRMED,1.0,0,0,0,0,13.76710058,2.98e-05,-2.98e-05,174.81089,0.00165,-0.00165,0.806,0.097,-0.598,2.9105,0.0555,-0.0555,685.0,17.8,-17.8,2.24,0.13,-0.1,595.0,29.55,6.4,-4.66,41.6,1.0,5001.0,99.0,,4.582,0.024,-0.048,0.76,0.046,-0.034,285.99988,40.919319,14.194
CANDIDATE,1.0,0,0,0,0,3.014330766,5.5e-06,-5.5e-06,357.37948,0.00125,-0.00125,0.01,0.425,-0.01,2.4747,0.0414,-0.0414,975.0,19.7,-19.7,2.87,0.6,-0.35,1124.0,377.79,254.9,-125.22,57.3,1.0,5209.0,183.0,-183.0,4.446,0.092,-0.138,0.953,0.198,-0.116,298.45953,42.187431,15.673
CANDIDATE,,0,0,0,0,7.4213444,0.000106,-0.000106,137.493,0.0118,-0.0118,0.1732,0.2917,-0.1732,2.361,0.348,-0.348,316.0,44.5,-44.5,1.73,0.69,-0.16,953.0,195.23,228.96,-57.16,8.7,,6032.0,167.0,-222.0,4.485,0.045,-0.284,0.973,0.385,-0.091,297.9487,45.255039,15.85
FALSE POSITIVE,,0,1,0,0,9.53040216,2.29e-05,-2.29e-05,138.232917,0.000848,-0.000848,0.6046,0.016,-0.0169,5.95809,0.00644,-0.00644,322000.0,329.0,-329.0,60.49,25.1,-7.63,805.0,99.43,129.72,-32.1,185.6,2.0,5501.0,198.0,-163.0,4.438,0.103,-0.266,0.912,0.378,-0.115,295.23196,38.925919,14.689
FALSE POSITIVE,,0,0,1,0,15.6937855,0.000359,-0.000359,131.9841,0.0186,-0.0186,0.2227,0.244,-0.2226,5.149,0.339,-0.339,368.0,33.7,-33.7,1.99,0.75,-0.26,755.0,76.79,88.12,-26.18,14.2,,5868.0,179.0,-199.0,4.397,0.094,-0.259,1.037,0.394,-0.135,297.97269,48.672981,15.281
FALSE POSITIVE,0.0,0,1,0,1,8.65298599,7.34e-05,-7.34e-05,136.67132,0.00608,-0.00608,0.529,0.051,-0.43,1.549,0.257,-0.257,314.0,40.5,-40.5,1.36,0.17,-0.15,734.0,68.48,28.36,-20.5,12.4,1.0,5210.0,155.0,-155.0,4.538,0.088,-0.064,0.749,0.091,-0.083,289.60037,39.431709,15.415
CANDIDATE,0.705,0,0,0,0,16.9972894,0.000129,-0.000129,143.87301,0.00561,-0.00561,0.825,0.142,-0.593,2.585,0.209,-0.209,225.0,22.9,-22.9,3.14,0.43,-0.81,956.0,197.18,72.73,-94.49,11.1,3.0,5897.0,79.0,-79.0,3.98,0.203,-0.072,1.86,0.259,-0.481,289.09689,44.004379,14.5
FALSE POSITIVE,0.0,0,1,0,0,63.52017525,1.76e-05,-1.76e-05,162.163605,0.000222,-0.000222,0.375,0.01,-0.004,17.1759,0.0185,-0.0185,32500.0,22.1,-22.1,77.1,11.8,-23.6,745.0,72.92,28.59,-40.71,1708.1,1.0,4938.0,58.0,-107.0,3.388,0.188,-0.101,4.33,0.661,-1.323,292.27612,42.037739,14.985
CANDIDATE,,0,0,0,0,1.75173647,3.76e-05,-3.76e-05,132.2995,0.021,-0.021,0.6637,0.2752,-0.4477,5.122,0.675,-0.675,68.4,8.2,-8.2,3.86,0.53,-1.36,4900.0,136315.31,57819.63,-88097.08,10.2,3.0,10894.0,261.0,-461.0,3.667,0.303,-0.303,4.378,0.605,-1.539,292.78702,43.416039,13.752
CANDIDATE,,0,0,0,0,58.35512552,,,179.39795,,,,,,8.45,,,,,,,,,,,,,,,,,,,,,,,,286.07202,45.136711,15.484
CANDIDATE,,0,0,0,0,143.2110936,,,221.7556468,,,,,,2.71,,,,,,,,,,,,,,2.0,,,,,,,,,,297.00943,50.372318,13.224
FALSE POSITIVE,,0,0,1,0,21.5324915,0.000219,-0.000219,131.87749,0.0075,-0.0075,0.5366,0.0196,-0.4657,4.156,0.24,-0.24,101.0,8.8,-8.8,1.47,0.79,-0.29,876.0,139.32,224.36,-61.2,12.1,1.0,6737.0,161.0,-245.0,4.228,0.134,-0.305,1.41,0.763,-0.273,295.85782,41.415691,13.41
CONFIRMED,1.0,0,0,0,0,133.460999,0.000257,-0.000257,216.04334,0.00138,-0.00138,0.249,0.043,-0.249,11.4997,0.0691,-0.0691,5030.0,32.4,-32.4,11.21,1.72,-2.59,433.0,8.29,3.42,-3.64,162.3,1.0,5588.0,83.0,-75.0,4.047,0.203,-0.087,1.593,0.245,-0.368,287.1749,44.878571,15.12
FALSE POSITIVE,0.0,0,1,0,0,106.1759381,4.74e-06,-4.74e-06,234.6409876,3.25e-05,-3.25e-05,0.718,0.003,-0.003,10.4168,0.0025,-0.0025,165000.0,38.5,-38.5,54.91,15.9,-14.4,441.0,8.94,7.6,-4.64,7056.8,1.0,6038.0,163.0,-181.0,4.254,0.258,-0.172,1.141,0.331,-0.3,296.90405,43.823891,13.742
FALSE POSITIVE,,1,0,0,0,180.71809,0.0299,-0.0299,222.2962,0.0461,-0.0461,0.8856,0.087,-0.6346,10.85,1.8,-1.8,31.2,5.2,-5.2,1.28,0.81,-0.2,546.0,20.98,41.75,-8.31,8.6,,7608.0,223.0,-312.0,4.08,0.093,-0.367,1.991,1.258,-0.309,280.7475,43.601841,10.505
FALSE POSITIVE,0.0,1,0,0,0,0.683082998,5.57e-06,-5.57e-06,131.73271,0.00539,-0.00539,0.694,0.204,-0.694,4.409,0.362,-0.362,143.0,34.8,-34.8,9.92,0.72,-4.3,6757.0,492690.35,115854.1,-347136.62,26.1,1.0,8247.0,149.0,-166.0,3.17,0.405,-0.045,7.762,0.561,-3.368,284.49561,44.988121,8.163
CONFIRMED,1.0,0,0,0,0,10.41572666,1.36e-05,-1.36e-05,143.04774,0.00106,-0.00106,0.682,0.176,-0.448,2.7719,0.0414,-0.0414,825.0,13.5,-13.5,3.01,0.39,-0.26,797.0,95.64,36.45,-21.35,69.3,1.0,5511.0,110.0,,4.426,0.081,-0.099,0.987,0.128,-0.085,297.79514,40.417709,14.072
FALSE POSITIVE,0.022,0,1,0,0,4.639602084,7.06e-06,-7.06e-06,135.09909,0.0017,-0.0017,0.634,0.032,-0.055,3.4636,0.0579,-0.0579,25100.0,216.0,-216.0,19.96,5.56,-5.57,1285.0,643.95,554.9,-351.05,131.0,1.0,6078.0,200.0,-200.0,4.223,0.27,-0.18,1.194,0.333,-0.333,296.35413,48.863621,16.803
CANDIDATE,0.992,0,0,0,0,62.596544,0.00106,-0.00106,185.9931,0.0118,-0.0118,0.246,0.209,-0.246,11.477,0.487,-0.487,223.0,16.3,-16.3,2.25,0.39,-0.48,559.0,23.01,10.42,-9.48,15.5,1.0,5934.0,80.0,-80.0,4.173,0.162,-0.122,1.509,0.262,-0.32,297.37912,46.367069,14.451
FALSE POSITIVE,,1,0,0,0,385.593209,0.00657,-0.00657,393.8276,0.0129,-0.0129,0.5548,0.0122,-0.4744,2.799,0.51,-0.51,283.0,50.2,-50.2,2.37,1.26,-0.54,311.0,2.2,3.55,-1.05,5.6,1.0,6205.0,165.0,-196.0,4.194,0.202,-0.27,1.358,0.725,-0.31,289.53293,47.596931,13.927
CANDIDATE,1.0,0,0,0,0,20.6654374,0.000179,-0.000179,132.01229,0.00651,-0.00651,0.05,0.417,-0.05,3.172,0.21,-0.21,100.0,8.4,-8.4,0.66,0.03,-0.04,487.0,13.35,2.41,-2.34,13.6,1.0,4830.0,96.0,-96.0,4.605,0.042,-0.021,0.676,0.03,-0.037,294.99023,39.346378,11.759
FALSE POSITIVE,0.0,0,0,1,0,2.87066026,1.5e-05,-1.5e-05,133.66393,0.0044,-0.0044,0.286,0.164,-0.286,1.541,0.128,-0.128,451.0,41.3,-41.3,1.72,0.44,-0.15,1196.0,484.17,368.99,-126.55,13.2,1.0,5910.0,159.0,-177.0,4.578,0.044,-0.187,0.796,0.206,-0.069,294.74448,41.749962,15.413
FALSE POSITIVE,0.001,1,0,0,0,504.88419,0.021,-0.021,357.6471,0.0258,-0.0258,1.26,6.912,-0.128,20.18,1.7,-1.7,5060.0,396.0,-396.0,25.19,2.0,-2.23,157.0,0.14,0.05,-0.03,15.9,4.0,4559.0,143.0,-143.0,4.612,0.056,-0.024,0.655,0.052,-0.058,285.73474,50.124962,15.588
FALSE POSITIVE,0.0,0,0,1,1,3.67515329,4.62e-05,-4.62e-05,131.681,0.0131,-0.0131,0.73,0.239,-0.491,7.083,0.32,-0.32,56.0,3.8,-3.8,0.71,0.09,-0.04,1150.0,414.64,135.39,-59.92,16.7,1.0,5968.0,77.0,-83.0,4.534,0.022,-0.093,0.881,0.108,-0.043,295.42047,40.842659,13.997
CONFIRMED,1.0,0,0,0,0,2.131945045,6.45e-06,-6.45e-06,133.65547,0.00268,-0.00268,0.209,0.237,-0.209,1.8061,0.0699,-0.0699,269.0,13.4,-13.4,1.66,0.5,-0.17,1418.0,955.16,848.6,-293.98,22.9,1.0,5845.0,162.0,-223.0,4.469,0.05,-0.2,1.013,0.305,-0.102,290.17618,46.698341,15.545
FALSE POSITIVE,0.0,0,1,1,1,1.752564549,7.5e-06,-7.5e-06,132.71889,0.00394,-0.00394,0.741,0.482,-0.74,3.503,0.822,-0.822,117.0,7.3,-7.3,1.38,0.45,-0.2,1741.0,2174.09,2115.71,-792.24,38.0,1.0,6221.0,167.0,-223.0,4.333,0.112,-0.208,1.18,0.392,-0.168,298.77509,42.39323,13.608
FALSE POSITIVE,0.0,1,0,1,0,0.739404894,2.57e-06,-2.57e-06,131.69907,0.00296,-0.00296,0.077,0.38,-0.077,1.753,0.11,-0.11,247.0,14.3,-14.3,0.94,0.06,-0.09,1256.0,589.06,161.56,-162.97,21.0,1.0,4205.0,126.0,-126.0,4.635,0.053,-0.021,0.624,0.04,-0.06,296.09058,50.408772,15.962
FALSE POSITIVE,0.042,1,0,0,0,114.661733,0.0022,-0.0022,237.2307,0.0121,-0.0121,0.863,0.124,-0.657,2.784,0.448,-0.448,282.0,50.5,-50.5,1.38,0.15,-0.15,316.0,2.37,0.94,-0.68,7.3,1.0,5412.0,161.0,-161.0,4.562,0.09,-0.06,0.712,0.082,-0.074,295.80801,50.227188,14.077
FALSE POSITIVE,0.0,0,0,1,1,2.52122764,2.41e-05,-2.41e-05,132.86973,0.00778,-0.00778,0.298,0.154,-0.298,2.249,0.259,-0.259,127.0,16.8,-16.8,0.91,0.2,-0.08,1177.0,453.48,293.66,-114.05,8.9,1.0,5546.0,149.0,-149.0,4.575,0.036,-0.144,0.81,0.176,-0.07,286.42703,50.4063,15.301
FALSE POSITIVE,,0,0,1,1,3.98855869,3.33e-05,-3.33e-05,135.129,0.0074,-0.0074,0.1671,0.3145,-0.167,1.467,0.217,-0.217,214.0,23.7,-23.7,2.4,0.95,-0.79,1447.0,1036.21,1251.61,-626.5,10.5,1.0,5791.0,182.0,-194.0,4.057,0.283,-0.283,1.646,0.653,-0.538,289.08099,49.420315,13.035
FALSE POSITIVE,0.0,1,0,0,0,460.77905,0.0145,-0.0145,533.8441,0.0199,-0.0199,0.324,0.122,-0.324,15.541,0.69,-0.69,239.0,22.7,-22.7,4.24,0.65,-1.52,387.0,5.32,2.65,-3.35,12.7,1.0,6126.0,184.0,-165.0,3.731,0.293,-0.098,2.717,0.417,-0.973,283.54834,48.388931,13.462
CANDIDATE,0.019,0,0,0,0,5.902596818,1.77e-06,-1.77e-06,136.388994,0.000247,-0.000247,0.168,0.079,-0.013,5.5711,0.0205,-0.0205,54900.0,125.0,-125.0,25.8,8.45,-3.63,1123.0,376.53,369.76,-136.36,533.9,1.0,6184.0,185.0,-222.0,4.371,0.09,-0.21,1.094,0.358,-0.154,292.7561,49.264561,15.179
FALSE POSITIVE,0.0,1,0,0,0,371.21454,0.0241,-0.0241,497.5266,0.0359,-0.0359,1.254,75.48,-2.465,19.4,2.1,-2.1,1780.0,154.0,-154.0,28.21,4.25,-1.69,212.0,0.47,0.24,-0.1,14.4,1.0,5189.0,171.0,-155.0,4.557,0.028,-0.119,0.85,0.128,-0.051,291.98297,46.486462,15.713
CANDIDATE,0.867,0,0,0,0,4.8754765,3.98e-05,-3.98e-05,133.29167,0.00752,-0.00752,0.084,0.367,-0.084,1.902,0.251,-0.251,39.6,5.6,-5.6,0.8,0.16,-0.22,1180.0,458.62,297.05,-241.06,8.8,1.0,5513.0,169.0,-127.0,4.179,0.26,-0.14,1.286,0.268,-0.358,289.67175,38.297871,12.207
CANDIDATE,0.089,0,0,0,0,1.182862515,7.26e-06,-7.26e-06,131.97137,0.00497,-0.00497,0.284,0.178,-0.284,2.928,0.136,-0.136,22.3,1.6,-1.6,1.26,0.17,-0.43,2800.0,14544.87,5755.74,-8677.73,16.5,1.0,6017.0,120.0,-120.0,3.699,0.248,-0.078,2.639,0.358,-0.894,283.85291,45.48526,12.638
FALSE POSITIVE,0.0,0,0,1,1,4.29258258,3.68e-05,-3.68e-05,131.77675,0.00725,-0.00725,0.339,0.113,-0.339,3.069,0.17,-0.17,370.0,26.6,-26.6,1.87,0.56,-0.18,1161.0,428.77,389.18,-135.49,16.1,1.0,6137.0,191.0,-255.0,4.487,0.05,-0.2,0.963,0.288,-0.096,289.91635,43.507671,15.888
CONFIRMED,1.0,0,0,0,0,133.303247,0.00133,-0.00133,167.76042,0.00848,-0.00848,0.063,0.379,-0.063,7.342,0.217,-0.217,1020.0,57.9,-57.9,2.67,0.12,-0.24,301.0,1.94,0.3,-0.44,20.6,1.0,5064.0,75.0,-83.0,4.474,0.084,-0.03,0.864,0.039,-0.077,284.21942,44.268539,15.307
FALSE POSITIVE,0.0,0,0,1,0,143.196381,0.00269,-0.00269,227.3054,0.0136,-0.0136,1.017,6.713,-0.069,10.424,0.686,-0.686,618.0,43.2,-43.2,6.64,1.76,-1.29,380.0,4.95,3.88,-2.09,17.4,1.0,6007.0,161.0,-179.0,4.333,0.18,-0.18,1.06,0.282,-0.205,295.53394,39.762249,14.034
FALSE POSITIVE,0.0,0,0,1,1,0.885123683,3.23e-06,-3.23e-06,131.88646,0.00322,-0.00322,0.708,0.01,-0.519,3.3865,0.0936,-0.0936,113.0,3.4,-3.4,1.14,0.34,-0.15,1961.0,3477.17,3064.27,-1142.63,42.0,1.0,5979.0,161.0,-179.0,4.44,0.084,-0.196,0.998,0.3,-0.129,298.83673,43.44302,14.152
CANDIDATE,0.855,0,0,0,0,69.8347983,0.000306,-0.000306,168.78436,0.00372,-0.00372,0.672,0.233,-0.417,8.262,0.108,-0.108,267.0,6.6,-6.6,3.51,0.92,-0.76,765.0,80.97,63.22,-38.95,46.8,1.0,7732.0,214.0,-322.0,4.075,0.135,-0.165,2.022,0.533,-0.436,293.54889,42.888859,12.02
FALSE POSITIVE,0.0,0,0,1,1,2.40440112,3.06e-05,-3.06e-05,133.1975,0.0118,-0.0118,0.669,0.271,-0.45,5.49,0.348,-0.348,27.1,1.9,-1.9,0.42,0.03,-0.03,1172.0,447.52,91.32,-82.53,16.7,1.0,5433.0,75.0,-86.0,4.55,0.055,-0.055,0.769,0.052,-0.052,297.1174,39.859112,12.632
FALSE POSITIVE,,1,0,0,0,419.75224,0.0134,-0.0134,525.0002,0.015,-0.015,0.3316,0.1294,-0.3315,4.154,0.671,-0.671,754.0,137.0,-137.0,2.82,1.24,-0.27,257.0,1.03,1.34,-0.3,6.3,1.0,6137.0,158.0,-216.0,4.457,0.048,-0.3,1.016,0.446,-0.097,290.76614,40.881691,15.691
CONFIRMED,1.0,0,0,0,0,99.6415962,0.000664,-0.000664,198.68664,0.00508,-0.00508,0.028,0.418,-0.028,4.448,0.14,-0.14,953.0,44.1,-44.1,2.64,0.27,-0.23,360.0,3.97,1.25,-0.91,22.7,3.0,5527.0,111.0,-111.0,4.488,0.075,-0.075,0.866,0.089,-0.074,296.56622,44.105862,15.223
FALSE POSITIVE,0.644,0,1,0,0,1.927177921,7.83e-07,-7.83e-07,132.571474,0.000344,-0.000344,0.399,0.061,-0.009,2.7742,0.0294,-0.0294,136000.0,875.0,-875.0,28.94,3.29,-3.29,1219.0,523.16,213.86,-154.17,204.7,1.0,5193.0,168.0,-138.0,4.525,0.08,-0.064,0.774,0.088,-0.088,293.74011,48.011501,15.706
CANDIDATE,0.98,0,0,0,0,3.48754109,3.93e-05,-3.93e-05,134.16018,0.00836,-0.00836,0.32,0.154,-0.32,1.811,0.306,-0.306,85.1,15.0,-15.0,0.72,0.07,-0.02,988.0,224.74,63.76,-26.24,7.3,1.0,5252.0,73.0,-84.0,4.593,0.009,-0.086,0.783,0.08,-0.023,292.02829,43.946362,14.371
CANDIDATE,,0,0,0,0,27.122801,0.00101,-0.00101,141.9673,0.0325,-0.0325,0.3462,0.118,-0.3462,5.255,0.944,-0.944,235.0,37.4,-37.4,1.46,0.57,-0.13,594.0,29.38,33.94,-7.78,8.1,1.0,5878.0,157.0,-189.0,4.512,0.034,-0.034,0.945,0.371,-0.08,286.21539,40.203411,15.747
FALSE POSITIVE,0.0,0,1,1,1,30.9597053,0.000424,-0.000424,139.43903,0.00935,-0.00935,1.191,69.31,-0.451,5.42,0.642,-0.642,411.0,39.1,-39.1,16.63,2.16,-1.36,438.0,8.67,4.54,-2.58,13.7,1.0,4947.0,222.0,-222.0,4.621,0.03,-0.07,0.714,0.093,-0.058,295.06442,39.960659,15.082
FALSE POSITIVE,,0,1,0,0,337.377514,0.00378,-0.00378,336.53604,0.00529,-0.00529,1.245,0.5484,-0.0504,12.136,0.293,-0.293,6110.0,143.0,-143.0,37.23,15.9,-3.76,271.0,1.28,1.65,-0.38,60.0,,6029.0,171.0,-216.0,4.452,0.056,-0.293,0.998,0.427,-0.101,295.73285,40.26078,15.36
